operator,id,date,date_raw,username,title,full_text,company_reply,is_resolved,satisfaction,description_preview,keywords,view_count,upvote_count,url
İş Bank,35862941,4/30/2026,30 Nisan 15:22,Zuhal,,,,Çözüldü,,,,7,0,
İş Bank,35863049,4/30/2026,30 Nisan 12:39,Hakan,İş Bankası Maximum Kredi Kartım Ödeme Tarihi Gelmemişken Hatalı Şekilde Kapandı,"İş Bankası’na ait Maximum kredi kartımla yaşadığım bir sorunu paylaşmak istiyorum. 03.03.2026 tarihinde, 7179 ile biten kredi kartımla HepsiPay üzerinden 1.477,56 TL tutarında bir alışveriş yapmak istedim; ancak işlem banka tarafından onaylanmadı ve alışverişi gerçekleştiremedim. Banka tarafından g
...",,Çözülmedi,1,"Yıllardır düzenli olarak kullandığım ve her ay ödemelerini yaptığım İş Bankası Maximum kredi kartımın ekstresi yeni kesilmesine ve son ödeme tarihi 8 Mayıs olmasına rağmen, henüz son ödeme tarihi gelmeden kartım alışveriş esnasında reddedildi. 30.04.2026 tarihinde saat 11:40 civarında Evshop mağaza...",#Maximum Kart,226,,https://www.sikayetvar.com/is-bankasi/is-bankasi-maximum-kredi-kartim-odeme-tarihi-gelmemisken-hatali-sekilde-kapandi
İş Bank,35864375,4/30/2026,30 Nisan 14:53,Tuğçe,İş Bankası Avcılar Cihangir Şubesinde Yetersiz Personel Nedeniyle Uzun Sıra Bekleme,"Türkiye İş Bankası Levent şubesinde şu anda işlem yapmak için beklerken ciddi bir mağduriyet yaşıyorum. Şubede tek kişinin çalıştığı, diğer personelin hiçbir işlem yapmadığı söyleniyor ve içeride onlarca insan uzun süredir bekletiliyor. Yaklaşık yarım saati aşkın süredir sıradayım ve önümde tahmine
...",,Çözülmedi,1,"İş Bankası Avcılar Cihangir Şubesi’ne her gelişimde, özellikle kredi kartı işlemleri için vezneye gitmem gerektiğinde, uzun süre sıra beklemek zorunda kalıyorum. Veznede sürekli olarak sadece tek bir kişi çalışıyor ve başka işlem alanı ya da destek veren başka bir personel bulunmuyor. Bu nedenle he...",#Kredi Kartı,194,,https://www.sikayetvar.com/is-bankasi/is-bankasi-avcilar-cihangir-subesinde-yetersiz-personel-nedeniyle-uzun-sira-bekleme
İş Bank,35865577,4/30/2026,30 Nisan 16:52,Hülya,İş Bankası Pos Sözleşmesi İptalinde Gecikme Ve Alınan Haksız Ücretler,"Türkiye İş Bankası ODTÜ Şubesi’nden almış olduğum pos cihazını Ekim 2025’te tüm işlemlerimi kapatıp iade etmeme rağmen, her ay yaklaşık 600 TL pos cihazı kullanım ücreti hesabımdan çekilmeye devam ediyor. İade ettiğim hizmet için hâlâ ücret kesilmesi hem haksız kazanç hem de müşteriyi mağdur eden bi
...",,Çözülmedi,1,"İş Bankası İstanbul Güneşli Çarşı Şubesi’nden almış olduğumuz yazar kasa pos cihazlarımızın, şirket faaliyetimizin sona ermesi nedeniyle sözleşmesinin derhal iptal edilmesini talep ediyoruz. 27.04.2026 tarihinde müşteri temsilcimiz tarafından şubeye dilekçe e-posta ile iletilmesine rağmen, üzerinden...",#Pos,161,,https://www.sikayetvar.com/is-bankasi/is-bankasi-pos-sozlesmesi-iptalinde-gecikme-ve-alinan-haksiz-ucretler
İş Bank,35864058,4/30/2026,30 Nisan 14:28,Derya,İş Bankası Kredi Kartı Yanlış Limit Aşımı Ve Haksız Ücret Talebi,"İş Bankası Maximum kredi kartımı, limit artış talebim uygun görülmediği için 21–22 Ocak tarihlerinde kapattım. Diğer bankalarda da kredi kartlarım olmasına ve tüm kart ödemelerimi gelire endeksli, düzenli şekilde yapmama rağmen, İş Bankası’nın kart kapattıktan sonra yaptığı işlemler beni ciddi anlam
...",,Çözülmedi,1,İş Bankası kredi kartımda görünen harcama toplamları ve buna bağlı olarak verilen “limit aşımı” bilgisinin hatalı olduğunu düşünüyorum. 26 Nisan sabahı kart limitim 24.500 TL olarak görünüyordu ve bugün 20.000 TL’lik bir alışveriş yaptım. 26 Nisan – 30 Nisan tarihleri arasında da toplamda yaklaşık 1...,#Kredi,267,,https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-karti-yanlis-limit-asimi-ve-haksiz-ucret-talebi
İş Bank,35864395,4/30/2026,30 Nisan 15:02,Deniz,Sigorta Prim İadesi Gecikti Ve Açıklama Talebi,"İş Bankası’ndan kullandığım ihtiyaç kredisini 15.04.2026 tarihinde erken kapattım. Krediyle birlikte yapılan sigortanın iadesinin en geç 5 iş günü içinde hesabıma geçeceği bilgisi verildi, ancak aradan 13 gün geçmesine rağmen sigorta iadesi hâlâ yapılmadı.  Telefon üzerinden banka ile görüştüm, bun
...","Deniz 07 Mayıs 20:22 İş Bankası'ndan şahsi kredimi iptal ettirdim ve sigorta primi iadesi 5 iş günü içinde hesabıma yatırılacağı söylendi. Ancak belirtilen süre geçti ve iade hâlâ gerçekleşmedi. Banka ile iletişime geçtiğimde net bir açıklama alamadım, sadece ‘bekleyin’ denildi ve sürecin durumu hakkında bilgi verilmedi. Bu durum beni hayal kırıklığına uğrattı ve iadenin en kısa sürede eksiksiz olarak yapılmasını talep ediyorum.",Çözüldü,1,"İş Bankası’ndan kullandığım şahsi kredimi 21.04.2026 tarihinde iptal ettirdim. Kredi iptali sonrasında sigorta primimin de iade edileceği, bu iadenin 5 iş günü içinde hesabıma yatacağı bilgisi verildi. Yaklaşık 19 bin tl civarında bir sigorta primi iadesi bekliyorum ve bu tutarın hesabıma yatırılaca...",#Sigorta,147,,https://www.sikayetvar.com/is-bankasi/sigorta-prim-iadesi-gecikti-ve-aciklama-talebi
İş Bank,35866893,4/30/2026,30 Nisan 19:12,Volkan,İş Bankası Yanıltıcı Davet Sonucu Findeks Puanım Düşürüldü,"İş Bankası Maximum Business kartım için “Yeni Ticari Kredi Kartı Müşterilerimize Hoş Geldin Kampanyası” ndan yararlanmak istiyorum ancak müşteri hizmetleri kampanyaya katılamadığımı söylüyor. Her aradığımda farklı bir gerekçe ile karşılaşıyorum ve görüştüğüm müşteri temsilcilerinin kampanya şartları
...",,Çözülmedi,1,"İş Bankası Orhangazi Şubesi, ticari kredi kartı kampanyası olduğunu söyleyerek tarafıma telefonla ulaştı ve kredi kartı almam için beni şubeye davet etti. Ben de bu arama üzerine şubeye giderek, orada ticari kredi kartı başvurusunu banka görevlileriyle birlikte yaptım. 20/04/2026 – 30/04/2026 tarih...",#Kredi Kartı,201,,https://www.sikayetvar.com/is-bankasi/is-bankasi-yaniltici-davet-sonucu-findeks-puanim-dusuruldu
İş Bank,35865725,4/30/2026,30 Nisan 17:01,Murat,İş Bankası’na Ait Tekrarlayan Kart Aidatı Kesintisi Ve İade Talebi,"Senelerdir İş Bankası Maximum Kart müşterisiyim. 5166 ile biten numaralı kredi kartıma 06.03.2026 tarihinde 690 TL tutarında yıllık kart aidatı yansıtılmıştır. Uzun yıllardır bankanızın müşterisi olmama rağmen bu şekilde yüksek bir yıllık kart aidatı alınmasını kabul etmiyorum. Tüketici Kanunu'nun
...",,Çözülmedi,1,İş Bankası’na ait Maximum Premier kredi kartımdan 26 Nisan 2026 tarihinde 966 TL tutarında yıllık kart ücreti kesildi. Kartımın son dört hanesi 3658’dir. Her yıl kart aidatı yansıtıldığında Şikayetvar üzerinden başvuru yaparak ücret iadesi almama rağmen banka her sene aynı ücreti yeniden almaya deva...,#Maximum Kart,317,,https://www.sikayetvar.com/is-bankasi/is-bankasina-ait-tekrarlayan-kart-aidati-kesintisi-ve-iade-talebi
İş Bank,35866569,4/30/2026,30 Nisan 18:39,Taha,İş Bankası’nın Haksız Kredi Kartı Ve Ek Hesap Retleri,"İş Bankası’nda uzun süredir kredi kartı müşterisiyim ve aktif olarak 180.000 TL limitli kartım bulunuyor. Daha önce 500.000 TL limitli bir kredi kartı teklifi de almıştım. Aylık gelirim 105.000 TL civarında ve yasal olarak gelirin 4 katına kadar kart limiti hakkım mevcut. Kredi notum oldukça yüksek
...",,Çözülmedi,1,"Yaklaşık 1 yıldır İş Bankası’nda ek hesap ve kredi kartı başvurularım sistem tarafından sürekli reddediliyor. Daha önce bu bankada ek hesabım ve kredi kartım vardı, tüm ödemelerimi her zaman tam ve zamanında yaptım, sonrasında tüm ürünlerimi kapattım. Şu an yeniden hesap açtım ve adıma ek kart tanım...",#Kredi Kartı,185,,https://www.sikayetvar.com/is-bankasi/is-bankasinin-haksiz-kredi-karti-ve-ek-hesap-retleri
İş Bank,35862117,4/30/2026,30 Nisan 11:08,Tanju,Ek Hesap Yapılandırma Talebimin Gerekçe Olmadan Red Edilmesi,"Türkiye İş Bankası’ndaki ek hesabımı bir türlü yapılandıramıyorum. Yaklaşık 109.000 TL tutarındaki ek hesap borcumu ödemek ve düzenli bir taksite bağlatmak için çağrı merkezi üzerinden başvuru yapıyorum ancak her seferinde talebim “şube kararı” gerekçesiyle daha arama yapılmadan iptal ediliyor. Yak
...
2
Destek",Tanju 06 Mayıs 23:12 İş Bankası kesinlikle dönüş yapmadı ancak Adana barajyolundaki şube görevlisi Gülşah hanimin ilgisi ile bir nebze işim halledildi kendisine teşekkür ediyorum. Ancak İş Bankası Benden 0 yildiz aldı. Tanju 07 Mayıs 11:25 Ek hesabımın iki dönem gecikmesi olmasına rağmen Adana Seyhan şubesinden yapılandırma talebime olumsuz dönüş aldım ve red alındığı dışında detaylı bir gerekçe paylaşılmadı. Bu durum beni mağdur etti ve talebimin yeniden değerlendirilmesini istiyorum.,Çözülmedi,1,"Türkiye İş Bankası’nda kullandığım ek hesabım 2 dönem gecikmede olmasına rağmen Adana Seyhan şubesinden yapılandırma talebime olumsuz dönüş alıyorum. Şubeye başvurduğumda, başvuruma “red alındığı” bilgisi dışında detaylı bir gerekçe de paylaşılmadı. Ben borcumu ödemek ve düzenli hale getirmek ister...",,276,,https://www.sikayetvar.com/is-bankasi/ek-hesap-yapilandirma-talebimin-gerekce-olmadan-red-edilmesi
