operator,id,date,date_raw,username,title,full_text,company_reply,is_resolved,satisfaction,description_preview,keywords,view_count,upvote_count,url
Kuveyt Türk,35863380,4/30/2026,30 Nisan 13:11,Bekir,,,,Çözüldü,,,,11,0,
Kuveyt Türk,35863024,4/30/2026,30 Nisan 12:39,Enes,,,,Çözüldü,,,,58,0,
Kuveyt Türk,35860333,4/30/2026,30 Nisan 00:49,Yeşim,Plakama Bağlı Eski HGS Hesabının Kapatılamaması Yetkisiz Kullanım Ve Güvenlik Açığı,"Ağustos 2020’de Volkswagen Polo marka aracım için Kuveyt Türk Bankası’ndan HGS hesabı açtırıp Ankara Pursaklar şubesinden HGS bandrolü aldım. Bu işlem sırasında HGS bandrolü için 75 TL ödeme yaptım ve HGS hesabıma da 100 TL bakiye yükledim. 15.04.2025 tarihinde Kuveyt Türk tl hesabımdan HGS hesabım
...","Kuveyt Türk 30 Nisan 08:19    (Şikayetten 7 saat sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözülmedi,1,"03.12.2025 tarihinde satın aldığım araca ait plaka üzerinden, eski araç sahibine ait Kuveyt Türk tarafından açılmış bir HGS hesabının hâlâ aktif olduğunu, PTT HGS hesabı açtırdıktan sonra fark ettim. Plakam üzerinden yapılan geçişlerin bu eski HGS hesabı üzerinden işlemeye devam etmesi, benimle hiçb...",#HGS,196,,https://www.sikayetvar.com/kuveyt-turk/plakama-bagli-eski-hgs-hesabinin-kapatilamamasi-yetkisiz-kullanim-ve-guvenlik-acigi
Kuveyt Türk,35868841,4/30/2026,30 Nisan 23:21,Kıymet,EFT Limit Artırımı İçin Zorla Kredi Kartı Çıkarılması Ve Müşteri Haklarının İhlali,"Kuveyt Türk Şirinevler Şubesi hakkında şikayetim var. Yıllar önce adres bilgilerimi güncellemediğim için hesabım bloke edildi. Oysa uzun süredir Şirinevler’de oturmuyorum, adresim Fatih’te ve geçerli çalışma iznim bulunuyor. Buna rağmen Fatih’teki şubelerden – evime çok yakın olmasına rağmen – hiçbi
...","Kuveyt Türk 04 Mayıs 08:53    (Şikayetten 3 gün sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözülmedi,1,"30 Nisan 2026 günü saat 11.45 sularında Kuveyt Türk Şirinevler şubesine EFT limitimi 2.000.000 TL’ye yükseltmek için gittim. Hesabımda bu tutar olmasına rağmen 5 numaralı gişede görevli, ismini sorduğumda söylemeyen ancak başka bir çalışan tarafından isminin C***** olduğunu öğrendiğim personel, segm...",#Kredi Kartı,103,,https://www.sikayetvar.com/kuveyt-turk/eft-limit-artirimi-icin-zorla-kredi-karti-cikarilmasi-ve-musteri-haklarinin-ihlali
Kuveyt Türk,35858848,4/30/2026,30 Nisan 15:22,Samet,VakıfBank ATM’te Para Kaybı Ve İade Gecikmesi,"21 Şubat Cumartesi günü saat 17.40 civarında Başakşehir’de, Ertuğrulgazi Caddesi üzerinde bulunan Kuveyt Türk şubesinin ATM’sinde kurumsal hesabıma QR
...","Kuveyt Türk 04 Mayıs 08:53    (Şikayetten 3 gün sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözüldü,1,"06.04.2026 tarihinde saat 12.40 civarında İstanbul Başakşehir 1. Etap Kiptaş Çarşı önü’nde bulunan VakıfBank tam ATM’sinden Kuveyt Türk hesabıma QR kod ile para yatırma işlemi yapmak istedim. Yatırdığım paraların bir kısmını ATM yarısını yere dökecek şekilde dışarı attı, bir kısmını da parça parça g...",,128,,https://www.sikayetvar.com/kuveyt-turk/vakifbank-atmte-para-kaybi-ve-iade-gecikmesi
Kuveyt Türk,35863014,4/30/2026,30 Nisan 12:39,Şevval,Kuveyt Türk Kartımda 400 TL’den Fazla Kullanılabilir Bakiye Eksikliği,"Kuveyt Türk online bankacılık hesabımda bugün fark ettiğim bir sorunla ilgili şikayetimi iletmek istiyorum. Hesabımda görünen toplam bakiyem ile kullanılabilir bakiyem arasında fark bulunuyor, kullanılabilir bakiyem toplam bakiyemden daha az görünüyor. Paraya acil ihtiyacım olmasına rağmen toplam ba
...",,Çözülmedi,1,"Kuveyt Türk sağlam kartıma ait bakiyem ile kullanılabilir bakiyem arasında ciddi bir fark görünüyor. Kartımda 575 TL bakiye olmasına rağmen kullanılabilir bakiye 87 TL olarak görülüyor ve bu nedenle paramı kullanamıyorum. Bu sorunu 30 Nisan tarihinde fark ettim, daha önce de 4–5 kez benzer durumlar...",#Sağlam Kart,87,,https://www.sikayetvar.com/kuveyt-turk/kuveyt-turk-kartimda-400-tlden-fazla-kullanilabilir-bakiye-eksikligi
Kuveyt Türk,35856204,4/30/2026,30 Nisan 11:15,Şener,Kuveyt Türk’ün Kampanya İadesini Geciktirmesi Ve Müşteri İhmali,"Kuveyt Türk bireysel kredi kartım olan Sağlam Kart ile elektrikli araç şarj istasyonlarında geçerli, yüzde 10 iade kazanılacağı belirtilen kampanyaya, harcamaları yapmadan önce Kuveyt Türk mobil uygulamasındaki kampanyalar bölümünden katıldım. Kampanya şartlarında, elektrikli şarj istasyonlarından y
...
1
Destek","Şener 30 Nisan 15:17 Kampanya metni aşağıdadır Kuveyt Türk 04 Mayıs 08:53    (Şikayetten 3 gün sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözüldü,1,"23 Nisan 2026'da Kuveyt Türk’ün “Trugo’da Şarjınız Kuveyt Türk’ten” kampanyasına (ek'tedir) güvenerek mobil şubeden görüntülü görüşme ile yeni müşteri oldum. Görüşmede temsilciye özellikle bu kampanya için katıldığımı açıkça belirttim, ses kayıtları Banka sunucularında mevcuttur. Sağlam Kart’ıma bağ...",#Sağlam Kart,141,,https://www.sikayetvar.com/kuveyt-turk/kuveyt-turkun-kampanya-iadesini-geciktirmesi-ve-musteri-ihmali
Kuveyt Türk,35864555,4/30/2026,30 Nisan 15:12,Emir,Kuveyt Türk’te Mil Kesintisi Haksızlığı Ve İade Talebi,"Kuveyt Türk tarafından çıkarılan Miles&Smiles Platinum kredi kartımın 7811 ile biten kartına, 31.12.2025 tarihli ekstrede “Tahsil Edilemeyen Mil Karşılığı” açıklamasıyla 362,80 TL tutarında borç yansıtıldığını gördüm. Mil hesabımda hâlâ 1969 mil bulunmakta olup, bugüne kadar hiçbir şekilde avans mil
...","Kuveyt Türk 04 Mayıs 08:53    (Şikayetten 3 gün sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözülmedi,1,"Kuveyt Türk Miles and Miles kredi kartıma ait 16 Nisan 2026 tarihli ekstreme, 418,92 TL tutarında “Mil Karşılığı” adı altında haksız bir kesinti yansıtıldı. Nisan ayı ekstrede net şekilde görülen 18.674 mil kazancım olmasına rağmen, banka tarafı milimin eksik olduğunu iddia ediyor. Üstelik avans mil...",#Kredi Kartı,95,,https://www.sikayetvar.com/kuveyt-turk/kuveyt-turkte-mil-kesintisi-haksizligi-ve-iade-talebi
Kuveyt Türk,35860457,4/30/2026,30 Nisan 01:18,Murad,Çalışma İzni Banka İşlemlerinde Kabul Edilmiyor,"Kuveyt Türk’te kimlik bilgilerim güncellendiği için benden kimlik ibrazı yapmam isteniyor. Ancak yabancı uyruklu olduğum için sistem bana sadece xtm veya yabancılara özel bazı şubeleri gösteriyor ve bu yüzden en yakın normal şubeye bile gidemiyorum. Yaklaşık bir haftadır bu nedenle hiçbir bankacılı
...","Kuveyt Türk 30 Nisan 08:15    (Şikayetten 6 saat sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözülmedi,,"Kuveyt Türk’ün İstanbul’daki şubelerinde yaklaşık 2 yıldır yabancı uyruklu bir müşteri olarak ciddi bir sorun yaşıyorum. Devletten alınmış resmi çalışma iznim olmasına rağmen, banka bu çalışma iznini işlem yaparken oturma izni gibi kabul etmiyor ve para yatırma/çekme gibi temel bankacılık işlemlerim...",#Para Yatırma,161,,https://www.sikayetvar.com/kuveyt-turk/calisma-izni-banka-islemlerinde-kabul-edilmiyor
Kuveyt Türk,35868952,4/30/2026,30 Nisan 23:41,Metehan,Rızam Olmadan Şube Değişikliği Ve 33 Bin TL Ücret Kesintisi Şikayetim,"Kuveyt Türk’te Şirinevler İstanbul şubesindeki yatırım fonu hesabımızda paramız yaklaşık 1 yıl boyunca bankada değerlendirildi. Hesabımızı kapatmak istediğimizde ise 55.000 TL tutarında stopaj kesintisi yapıldığını hesap dökümlerimizden ve dekontlardan gördük. 1 yıl boyunca paramızı kullanarak ciddi
...","Kuveyt Türk 04 Mayıs 08:53    (Şikayetten 3 gün sonra) Değerli Müşterimiz,

Tarafımıza iletmiş olduğunuz talebiniz kayıt altına alınmıştır. En kısa süre içerisinde iletişim bilgilerinizden sizinle görüşme sağlanacaktır.

Görüş, öneri ve talepleriniz için Müşteri Memnuniyeti Merkezimizle görüşebilirsiniz.
Kuveyt Türk Katılım Bankası tüm bankacılık işlemlerinizde, internet ve telefon bankacılığı, şubeleri ve müşteri hizmetleri ile her zaman yanınızdadır.",Çözülmedi,1,"Kuveyt Türk A**** Y***** Şubesi müşterisiyken, şubenin binası kentsel dönüşüme girdiği için şube kapatıldı ve tüm itirazlarıma rağmen hesaplarım rızam olmadan Şirinevler Şubesi’ne devredildi. Bu şubenin müşterisi olmak istemediğim halde zorunlu olarak burada işlem yapmak durumunda bırakıldım. Şirin...",#Para Çekme,74,,https://www.sikayetvar.com/kuveyt-turk/rizam-olmadan-sube-degisikligi-ve-33-bin-tl-ucret-kesintisi-sikayetim
